;Unnamed: 0;link;hasil;sentiment
965;;;self appreciation post pushpin wisata    nsurabaya heart exclamation;1
966;;;menikmati keindahan alam    ;1
967;;;smiling face yellow heart keren fotonya ;1
968;;;    nkamu  warna   hidupku nsesuatu     terima   laluku red heart smiling face  heart eyes red heart smiling face  heart eyes;1
969;;;   pakai masker grinning face  smiling eyes revolving hearts revolving hearts revolving hearts revolving hearts revolving hearts revolving hearts revolving hearts revolving hearts bis  free face  tears  joy selebgram taken ;2
970;;;urip kang utama mateni kang sempurna  hidup   perbuatan     menemukan kebahagiaan  kehidupan ;1
971;;;santuy ng ;1
972;;;ciyyee     kreatif  kalo motoin fm npadahal mah   diarahin     inisiatif    eh   iya    ngadep  ngadep    gelap bla bla bla   mah  jepret  relieved face;1
973;;;;1
974;;;;1
975;;; lupa bahagia biar corona  pergi amin smiling face  smiling eyes palms  together hai  follback smiling face  smiling eyes revolving hearts cek hijab  folded hands salam nminta  follback mbak smiling face  smiling eyes;2
976;;; terbaik      kelebihannya    pergi   kekurangan  camera rijal aww wayahe wayahe rabi nice smiling face  sunglasses halo kakak  sengaja lihat postingan kakak  pencarian tagar   foto kakak  bagus   menginspirasi nsalam kenal kakak  admin bestjepret  semangat bikin konten kayak ;2
977;;; jaga silaturahmi gaeessss  siaaaap min clapping hands;1
978;;;happy      enjoyed  childhood playing  nature freely hello san san   doin face  tears  joy face  tears  joy clapping hands clapping hands clapping hands;2
979;;;guyub rukun est ntgl juli nphotography camera   self ta like lebay unamused face;1
980;;;ready kain tenun  partying face small blue diamond pushpin ayo pilih desain favoritmu revolving hearts  tag sahabat  pasanganmu  biar  couple smiling face  open hands smiling face  heart eyes  lu right arrow curving  magnifying glass tilted right kelebihan custom  eltatenun  balloon  pakai desain  balloon   desainkan sesuai   ukuran  balloon spesial price  pembuatan sragam partai smiling face  heart eyes balloon bahan kain tenun asli handmade hundred points balloon standart jahitan tailor  konveksi  borongan clapping hands balloon   brand  nama produk    mengutamakan kwalitas terbuaiiik backhand index pointing right std ukuran  ns ld  nama ld  nl ld  nxl ld  natau   ukuran  sesuai permintaan round pushpin ayo lestarikan budaya   memakai produk lokal smiling face  open hands nyuk buruan dipilih  order guys harga  terjangkau  kualitas terbuaiiiiikk check box  check kepercayaan  kepuasan   kwalitas   check box  check small blue diamond small blue diamond telephone red heart yellow heart   keren kakak smiling face  heart eyes follow auto bck   php folded hands  fllbck  id   auto back  php face without mouth  cuman tagar kakak;2
981;;;semangat pagi;1
982;;;repost admin tambahkan  bersepeda      teman menjalin silaturahmi   insyallah melancarkan rejeki winking face thumbs ;1
983;;; demo turunkan harga sepeda  part  grinning face  smiling eyes grinning face  smiling eyes grinning face  smiling eyes  cranl single sik ketemu chainring  pean single ketemu sopo face  tears  joy face  tears  joy face  tears  joy face  tears  joy;2
984;;;bidadari  riantara restia langsung  digae kaos  kaosku ndi loudly crying face loudly crying face loudly crying face loudly crying face loudly crying face loudly crying face terima kasih ajakan gobarnya min  mengajak  trio bucin winking face  tongue;1
985;;;video karya  lanang clapping hands clapping hands clapping hands grinning face mantab;2
986;;;repost   naah    guys lampu merah  berhenti  ditiru guys community ;1
987;;;menambah jalur menambah dulur thumbs  gabung grup wa      kamal  seeu orang   wellkom   min;1
988;;;   dusk twilight    dare sayang goodbye twilight  always refused  go despite  forced  time nglamun opo mbak rolling   floor laughing rolling   floor laughing;1
989;;;;1
990;;;peserta gowes   ramai ;1
991;;;  bersepeda  teman   gsb  bikin kaos   warna merah  hijau   biru moga  rukun naamiin nyang  bersepedanya   sepedanya melok  cep asosiasi sepeda  sepedaku elek jadul  apa-apa  face  tears  joy masuk    apik  rukun face  tears  joy  pojok kanan jersey   face  tears  joy;2
992;;;       nayo dolen bareng sopo mengerti jodoh;1
993;;;;1
994;;;gsb kedatangan tamu  teman teman matur suwun folded hands folded hands folded hands;1
995;;;keseruan gowes   trimakasih  meramaikan acara       anggota gsb  peserta   lupa  ucapkan trimakasi   teman teman tante restia mbak   istri     meramaikan acara   nsalam seduluran;2
996;;;  ayu wisata merakyat nerd face;1
997;;;hiduplah  bahagia pohon kehidupanmu   mati   kehilangan sehelai daun nkebahagiaan    ciptakan   butuh orang           nkebanyakan orang memilih  berlarut larut  permasalahan  mencari solusi  meratapi  nso salam sehat    baca caption  raised hand smiling face  heart eyes ntks god  today folded hands smiling face  open hands heart suit smiling face  open hands;1
998;;;gowes    ayu pemandangan indah   menikmati udara segar ayuguyubrukun wuih spdaaan;1
999;;;wisata   ayu  memiliki fasilitas taman bermain  lengkap loh ayo buruan ajak keluarga  saudara  menikmati wisata alam ;2
1000;;; kawan kawan  pengin foto   banget  mampir    ayu  spot spot kece  bikin fotomu  keren nwisata   ayu  memiliki fasilitas taman bermain  lengkap loh ayo buruan ajak keluarga  saudara  menikmati wisata alam ;2
1001;;;kalo    ayu  lengkap kalo  mencoba  perahuu ayuh   beli tanaman bakau teman teman    perahu  menikmati pemandangan bosem mewah loh nwisata   ayu  memiliki fasilitas taman bermain  lengkap loh ayo buruan ajak keluarga  saudara  menikmati wisata alam ;2
1002;;; pusing mending  healing    ayuu ayo  selfie sepuasnyaa nwisata   ayu  memiliki fasilitas taman bermain  lengkap loh ayo buruan ajak keluarga  saudara  menikmati wisata alam ;2
1003;;;lomba cipta menu  rangka memperingati  pangan sedunia    ayu senin oktober;1
1004;;;wisata   ayu nlokasi  ayu  noppo  cityscape digawe bawa uasik iki keren slightly smiling face thumbs  hand clapping hands uasssiiikkkkk lik star struck star struck  best guru   keren smiling face  heart eyes smiling face  heart eyes juempoll thumbs  thumbs  thumbs  thumbs   kakak sih  evil monkey;1
1005;;; manusia  muka bumi  bingung   bingung    surga round pushpin wisata   ayu  camera  flash slide   memikirkan kack thinking face  bahaya ta face  tears  joy  suruh komen  bapck mirza muka bumi ganteng  ahahahaah mirza  jelmaan aldi taher  red heart smiling face  heart eyes smiling face  heart eyes;1
1006;;;          pelindung kawasan pesisir     pelindung diriku wow send smiling face  heart eyes pic  adventurers;1
1007;;;kingfisher pertamaku kutemukan     ayu  kota  jawa  nnama latinnya alcedo coerulescens clapping hands clapping hands thumbs  thumbs ;1
1008;;;kingfisher pertamaku kutemukan     ayu  kota  jawa  nnama latinnya alcedo coerulescens;1
1009;;;small blue kingfisher kedinginan habis kena hujan beaming face  smiling eyes;1
1010;;;litle cormorant pecuk padi  nsedang mepe awak beaming face  smiling eyes beaming face  smiling eyes beaming face  smiling eyes lhoooooo face  open mouth face  open mouth face  open mouth sangar smiling face  heart eyes smiling face  heart eyes fire fire fire fire fire fire fire fire wajahne nggemesno face  tears  joy;2
1011;;;small blue kingfisher  imut;1
1012;;;cekakak suci;1
1013;;;bondol peking uapikkk  face  tears  joy;1
1014;;;  small blue        penglipur lara nsacred kingfisher cakep deh  absen face  tears  joy face  tears  joy face  tears  joy;2
1015;;;small blue kingfisher  bosan lihat dianya nangkring menunggu ikan indahnya bikin ketagihan grinning face  big eyes bagus warnanya thumbs  light skin tone;2
1016;;;small blue kingfisher wiiiiiik ngiming komporku meleduk face  tears  joy face  tears  joy face  tears  joy face  tears  joy beautiful;2
1017;;;memandang langit   cerah panasnya  menyengat;1
1018;;;bondol peking dolanan   dwi face  tears  joy;1
1019;;;wisata bozem  ayu nlokasi  ayu  camera oppo  cityscape infonya folded hands wisata barunya buka syahdunya bikin bawa perasaan  omhu thumbs  thumbs  thumbs  smiling face  heart eyes ijin share  duh duh duh awesome kuq wiz buka star struck panutan aing smiling face  heart eyes keren keren slurrr;2
1020;;;gowes sehat    ayu   pemandangan indah alami   nikmati udara segar  sehat;1
1021;;; keraslah   mantanmu nge chat hai  kabarmu nudaah sombong  grinning face  smiling eyes grinning face  smiling eyes duh bebbb gemesinn banget sih two hearts two hearts halo cantik salam kenal follback blue heart blue heart waaaah cantik banget sayang smiling face  heart eyes cantikuhhh red heart red heart red heart   dibales  kalo dichat hehehe cakep  deh beb   cakep deh smiling face  heart eyes cantik smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes aduuu smiling face  heart eyes smiling face  heart eyes jangannn maoo  cht  face  tears  joy face  tears  joy    sukses haha keren lokasi   beb smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes keren bett tempatnya red heart;1
1022;;;     buka  rek njam buka    wib warning  wisata     perahu  dermaga  gazebo laut  buka    information center mic jogging track   ditutup rek ntetap patuhi protokol kesehatan smiling face  heart eyes ntag temanmu nfoto   keren   red heart red heart red heart cepek bagus   smiling face kesini ta relieved face  bawa anak  min red heart piye otw tora iki face  hand  mouth mu loh loh loh nak magrove iso  oerahu fire sari san ayo  kesampaiannnnnn hahahaha burhani  hunting deh lamaa  gayaa wkwk taman bungkul  buka ta min;2
1023;;; pekan   partying face nada special rekomendasi liburan bareng keluarga ala round pushpin   nditetapkan  kawasan konservasi  wisata edukasi keanekaragaman hayati   loh green heart green heart green heart nyukk   ajak keluarga   liburan     npicture source  suka banget kesini suasananya serba ijo  sejuk  berasa kalo    smiling face  hearts red heart red heart red heart red heart   kesini smiling face  heart eyes keren ih red heart healing asyik  smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes kwereenn red heart red heart red heart red heart smiling face  heart eyes clapping hands clapping hands clapping hands yessss smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes keren habis jalan istirahatnya  smiling face  heart eyes;2
1024;;;weekend  coming rolling   floor laughing rolling   floor laughing rolling   floor laughing rolling   floor laughing send pic  backhand index pointing right cycling hubungan red heart send   backhand index pointing right cycling hubungan red heart wow send smiling face  heart eyes pic  adventures;1
1025;;;uwuuu;1
1026;;;;1
1027;;;ngap ngap official bike;1
1028;;; sabtu  scorp cimsa fk umsurabaya melaksanakan perwujudan  empowering medical students  point sustainable development goals   climate action   member cimsa fk umsby   koordinator kemahasiswaan  sutrisno sapa   izin pembina    syafarinah nur hidayah akil sih melaksanakan kegiatan   scorp   day  tema snowy safe  environtment  youth generation nkami  member cimsa fk umsby   menjalankan aksi  menanam pohon bakau  membersihkan sampah  lingkungan     masyaallah smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes raising hands light skin tone raising hands light skin tone raising hands light skin tone  keren  smiling face  sunglasses face  crossed  eyes call  hand light skin tone;2
1029;;;aksi tanam pohon  ndalam rangka  penanaman pohon pt pln pusmanpro upmk ii        untluk menanam pohon  nkegiatan   salah  upaya pt pln pusmanpro  upmk ii  mengendalikan perubahan iklim   langkah  mengurangi emisi karbon   menanam pohon  berkomitmen   memelihara  merawat pohon  upmk pusmanpro camera  flash adakah  pic   dihubungi  rencana  kesana;1
1030;;; jalan       tanggul  sebelahnya   tanam beton    ;1
1031;;;   fire;1
1032;;;;1
1033;;;surya perlahan menghilang id send pic backhand index pointing right click ig red heart;1
1034;;;full senyum alarm clock face blowing  kiss yellow heart seng dolan  jane awamu duk  person facepalming person facepalming;1
1035;;;hinggap id wow;1
1036;;;healing tipis  berasana bareng group yoga gubjay nvenue;1
1037;;;healing tipis  berasana bareng group yoga gubjay nvenue;1
1038;;;healing tipis  berasana bareng group yoga gubjay nvenue allah  fitness   posss fotoq loudly crying face loudly crying face loudly crying face loudly crying face loudly crying face loudly crying face;1
1039;;;healing tipis  berasana bareng group yoga gubjay nvenue;1
1040;;; day snowy nsave  environment  youth generation nuniv muhammadiyah ;1
1041;;; ;1
1042;;;teori check mark  npraktek check mark ;1
1043;;;game time partying face nkalian tim   guys komen  nmimin  bingung memilih    favorite banget uf growing heart  raising hands;2
1044;;;giveaway time beaming face  smiling eyes nmau main game  admin  winking face  tongue npick perfect match    kolom komentar komen   seru  asik  dikasih hadiah sesuai ketentuan  story winking face  tongue check highlight   berkala partying face partying face semangat shushing face;1
1045;;;mother dayy growing heart growing heart nyang sayang ibunya  admin kasih saran gift  somano deh dijamin    anak terbaik   guys face savoring food face savoring food ayo buruan   paperbag limited edition lochh nerd face yakinnn   full moon face;2
1046;;;yuhuuuu flash salee kissing face  closed eyes kissing face  closed eyes nkurang   admin mengasih flash sale beli   produk somano diskon  star struck star struck nburuan order   yaaw face savoring food face savoring food;2
1047;;;reminderrr time nmimin ingatkan     bandel  pelupa cepat  aktifkan notifikasi ig somano biar   tau kalo produk somano tuh  sale guyss uf squinting face  tongue palms  together light skin tone palms  together light skin tone awas   menyesall shushing face winking face  tongue;2
1048;;;special  youu guys seedling full moon face nsomano   sirup  saribuah  lo   bett menu   dijamin manis  bikin gamon  pengin beli  kayak admin winking face  tongue partying face buruan order menu    kalah enak  segar squinting face  tongue;2
1049;;; lupa like  komen     kepo  sosial media  winking face  tongue   ketinggalan info  menarik guys star struck star struck;2
1050;;;somano   versi mini lochh nerd face squinting face  tongue nlucu  imut kayak admin ufaf light skin tone cek bio    lupa order    murcee dijamin segar bett drooling face;2
1051;;;best combo partying face partying face ndari   beli      penasaran  mending langsung beli    best combo  kaleng kaleng star struck thumbs  light skin tone drooling face ayo buruan order money  wings full moon face herb;2
1052;;;hai hai hai nsiapa   tau sirup somano angkat tangan winking face  tongue thinking face raised hand light skin tone raised hand light skin tone nseger banget  sieee drooling face nkepoin  ayo ufaf light skin tone;2
1053;;;wonderful world  ;1
1054;;; rangka kepedulian  pelestarian alam     merlion school membawa anak didiknya     ndi   siswa  pengenalan jenis tanaman  pembelajaran tata  persemaian  pembibitan  penanaman       difungsikan  menahan abrasi laut npembelajaran siswa       langsung  tim   ahli  profesional dibidangnya   penjelasan pengetahuan  informasi  ekosistem   siswa siswa  langsung observasi aneka kehidupan      berjalan kaki  mengendarai kapal   muara laut nhutan  memiliki peranan   menjaga kelestarian bumi   kawasan pesisir  memiliki peran  menyeimbangkan kualitas lingkungan  menetralisir bahan bahan pencemar nkegiatan    siswa    alam     melestarikan air  bumi    tujuan       nmerlion school berharap  kegiatan field trip   siswa siswi       mencintai alam  fungsi pohon ;1
1055;;;selamat  raya idul fitri ntetap buka  libur lebaran;1
1056;;;;1
1057;;;penanaman  edukasi tumbuhan   sd ciputra ;1
1058;;;marhaban ramadhan nselamat menunaikan ibadah puasa nselama  ramadhan   buka lo;1
1059;;;camera;1
1060;;;grade bunga bangsa elementary school field trip goes     february  elementary;1
1061;;;;1
1062;;;rencana  gratis  kenyataanlah  terkadang sadis rolling   floor laughing victory hand nguweriiii;1
1063;;;  tau nsaya  ikan fish fish blowfish blowfish;1
1064;;;info halo dek eyes nengga deh  maunya  halo   face  hand  mouth squinting face  tongue zany face high voltage    halo dek bisanya halo kakakk red heart gede pahanya berat  kayaknya face  tears  joy cantik banget yallah   smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes heart decoration heart decoration heart  arrow heart  ribbon heart  arrow heart  ribbon heart decoration heart  arrow heart  ribbon revolving hearts sparkling heart sparkling heart sparkling heart sparkling heart sparkling heart face blowing  kiss face blowing  kiss face blowing  kiss face blowing  kiss face blowing  kiss face blowing  kiss face blowing  kiss kiss mark kiss mark kiss mark kiss mark kiss mark sainganya mesy  halo ukhty lokasi  wih smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes bangga kali  mamat;1
1065;;; kegiatanku  kegiatanmu nbersama nkita ber eduwisata ;1
1066;;;jatimnow com mencari   hangout romantis     bingung         makan minum kopi  berfoto narek arek   memilih   pinggiran kota tepi laut jantung kota  hotel  deretan lokasi   spot    membahas    usaha nberikut   lokasi kencan  kota pahlawan   dicoba nbaca berita selengkapnya  jatimnow com;2
1067;;;;1
1068;;;sewajarnya sesuai usianya bermain belajar  beban izin repost mass;1
1069;;;mengejar matahari benteng;1
1070;;;menjaga kelestarian    tugas   nwith official ntelah  kegiatan penanaman pohon  ;1
1071;;;healing libur natal nmerry christmas everyone nvenue;1
1072;;;healing libur natal nmerry christmas everyone nvenue;1
1073;;;healing libur natal nmerry christmas everyone nvenue;1
1074;;;healing libur natal nmerry christmas everyone nvenue send pic heart exclamation backhand index pointing right capture camera  flash wow send love letter pic  adventurers;1
1075;;;healing libur natal nmerry christmas everyone nvenue;1
1076;;;healing libur natal nmerry christmas everyone nvenue wow send smiling face  heart eyes pic adventurers;1
1077;;;healing libur natal nmerry christmas everyone nvenue wow send smiling face  heart eyes pic adventurers wow send smiling face  heart eyes pic  adventurers;1
1078;;;healing libur natal nmerry christmas everyone nvenue;1
1079;;;healing libur natal nmerry christmas everyone nvenue;1
1080;;;oncoming fist;1
1081;;;  ;1
1082;;;cinta alam lestrikan bumi nkata alam terkonotasi  aneka ragam hayati  hidup hijau  populasi   menarik alam hayati  dikembangkan   terpengaruh  perilaku hidup manusia komunitas  katolik santa clara meneruskan  mengembangakan alam hayati ekosistem  tanaman  pilihan   bentuk kepedulian   anugerah alam  tuhan   menjaga alam   hijau berkesinambungan  paru paru alam nnilai belajar  generasi    menjaga  peduli   mengalami    suster misionaris claris guru  tenaga kependidikan pengalaman  ekosistem    nekosistem   ekosistem  memiliki peran  fungsi    sehubungan  perannya  aspek ekologi  ekonomi  ekologis  berperan  mata rantai makanan   perairan   menunjang kehidupan  jenis biota  dalamnya  samping  ekosistem  menyediakan habitat  bertelur  memijah   mencari makan   biota  ikan udang  moluska npada ekosistem  dikenal jenis jenis tumbuhan  dinamakan   utama mayor  sejati tambahan minor  utama mayor  tumbuhan  tumbuh  wilayah pasang surut  membentuk tegakan murni  jenis  jarang bergabung  tanaman darat  minor tambahan   komponen      ditemukan  daerah tepi  jarang membentuk tegakan nhutan  memiliki fungsi    mahluk hidup  fungsi  bakau    menahan arus air laut   mengikis daratan  penyerap gas karbon dioksida  penghasil oksigen  hidup biota laut  ikan   berlindung  mencari makan nsmp katolik santa clara   suster misionaris claris  usia   mencoba  ambil   merehabilitas   cinta  alam semoga pengenalan sederhana    teruskan  generasi ;1
1083;;;oncoming fist;1
1084;;;tanaman  butuh perhatian napalagi  grinning squinting face grinning squinting face grinning squinting face;2
1085;;;modul nusantara universitas  soetomo  unitomo nmahasiswa   kampus    program pertukaran mahasiswa merdeka pmm  diterima  kampus unitomo  konstribusi sosial  menanam   wisata ekomangrove     rangka bentuk konstribusi sosial  agent  change  kelestarian     kegiatan tanam     bentuk aksi mitigasi perubahan iklim    greenbelt pesisir   mengatasi  abrasi intrusi air laut    penahan angin  tsunami nselain menanam  mahasiswa   pengarahan  kakak guide  pemandu   terkait  penanaman  official raising hands;2
1086;;;safety gear  cek sepeda  masuk  jalur xc ban  hilang nang ndii iku face  tears  joy face  tears  joy face  tears  joy;2
1087;;;;1
1088;;;tanam  tanam kebaikan nhave good day everyone nby  school;1
1089;;;keren  hot beverage hot beverage;1
1090;;;wisata literasi   gendis sewu nbibit pendongeng  penulis nsalam literasi open book;1
1091;;;gowes sabtu pagi teman menikmati single track  sejuknya pagi  kawasan pesisir  ;2
1092;;; dilaksanakan pengabdian masyarakat menanam   bersih sampah  muara  avour       sabtu november nsemoga ilmu  pengalaman   didapatkan  bermanfaat   motivasi    berkembang  bermanfaat ayo hijaukan bumi  menanam pohon smiling face  smiling eyes nterima kasih    membantu   menyukseskan kegiatan  kelompok petani  truno djoyo     id;1
1093;;;magister teknik lingkungan itats  teknik lingkungan bekerjasama  pelestarian lingkungan  kegiatan penanaman   bersih sampah nkegiatan dilaksanakan  muara  avour   november;1
1094;;;magister teknik lingkungan itats  teknik lingkungan bekerjasama  pelestarian lingkungan  kegiatan penanaman   bersih sampah nkegiatan dilaksanakan  muara  avour   november;1
1095;;;magister teknik lingkungan itats  teknik lingkungan bekerjasama  pelestarian lingkungan  kegiatan penanaman   bersih sampah nkegiatan dilaksanakan  muara  avour   november;1
1096;;;video vlog praktikum ekonomi sumberdaya alam  lingkungan nekowisata      kawasan konservasi alam  mencegah abrasi  wilayah  kota  sesuai  konsep  destinasi  menggabungkan wisata rekreasi  edukasi ntujuan praktikum kali     willingnes  pay   pengunjung wisata  belajar menanam pohon   mencegah  kerusakan lingkungan  abrasi nkelompok nkelas  nasprak nberikut video dokumentasi  kegiatan praktikum  wisata    milky way enjoy  watching guys milky way semangat fire fire fire;2
1097;;;movie camera mini vlog praktikum esdal      movie camera nhallo geesss waving hand nkelompok  mempersembahkan video mini vlog  praktikum lapang        sabtu oktober  seedling    manfaat seedling nhutan   salah  jenis    ditemukan  kawasan muara  struktur tanah rawa   padat   salah  solusi     mengatasi  jenis  lingkungan   mengatasi kerusakan lingkungan  disebabkan  rusaknya habitat  hewan kerusakan    berdampak  hewan    manusia    pelindung lingkungan    nekowisata     kawasan konservasi alam  mencegah abrasi  wilayah  kota  sesuai  konsep  destinasi  menggabungkan wisata rekreasi  edukasi nngapain tuh ufaf nkamu naeennnyaaaaa nsini  jelasin simak videonya njangan lupa tinggalkan jejak   like  komen;2
1098;;;hening stay  pamurbaya photography;1
1099;;;nlomba foto destinasi wisata  nwisata        tanaman bakaunya  subur     wisata edukasi keindahan alamnya cocok  hunting  fotografer  pagi   burung  jenis berkicau  beterbangan kesana kemari     embung   ikan   nila  mujair  dimanfaatkan  obyek pemancingan ;1
1100;;;apapun   takdirmu  mencari jalannya menemukanmu white heart ali bin abi thalib follbck mbak masyaallah tabarakallah ukhti flexed biceps flexed biceps flexed biceps;1
1101;;;;1
1102;;;singlet pants  id nvenue     ;1
1103;;;kalo  magician riana  wants play   nvenue      wow send smiling face  heart eyes pic  adventures;1
1104;;;tusuk  bang tusuk  nvenue      wow send smiling face  heart eyes pic  adventures;1
1105;;;harry potter nooo fitness yasss nvenue     ;1
1106;;; muter  perahu keliling  giliran workout bocil kecapekan wkwkwk nvenue     ;1
1107;;;kalo orang jawa mengomong ijo royo nvenue     ;1
1108;;;telornya sapa  nvenue     ;1
1109;;;  ujung geladak nvenue     ;1
1110;;;kayak  thailand nvenue     ;1
1111;;;sttt  mengintip nvenue     ;1
1112;;;auo uo uo nvenue     ;1
1113;;;judul foto foto kefoto nvenue     ;1
1114;;;nganter krucil olga  traveling bestie nvenue      komentar red heart  postingan  auto bom like smiling face  sunglasses;1
1115;;;healing today nvenue     ;1
1116;;;halo travellers raising hands light skin tone nkita  berbagi keseruan     malang      cafe sawah pujo kidul  museum angkut winking face nmau seru seruan kayak  ayo cek  info paket wisata terbaru  tim travel smiling face  heart eyes;2
1117;;;alhamdulillah outdoor learning  kelas  tema menjaga kebersihan lingkungan  selesai tepatnya     herb herb nbanyak  aktivitas menyenangkan    mini senam menyusuri jembatan    mengambil sampah sampah  bertebaran  dilanjut   lks  mewarnai  ayo lihat keseruannya  foto  video diatas smiling face  hearts npenerimaan peserta didik  ppdb  pelajaran sdit al uswah  sd al uswah   dibuka  program unggulan  tahfidh  pendidikan karakter nyuk  daftarkan putra putri  ncatat tanggalnya calendar september globe  meridians ppdb aluswahsby sch id school jl  barata raya   nuntuk info   hubungi telephone receiver ustadzah marwah ;1
1118;;; normalisasi   kawasan konservasi    menimbulkan  pasalnya tanaman pelindung  abrasi  terpapras   anakan     pinggir  mati nkarena  komisi dprd    penghentian   penanaman ulang reboisasi   komunikasi  aktivis lingkungan  melanjutkan pengerjaan   merusak   wakil ketua komisi dprd  anas karno minggu nkomisi  memanggil dinas sumber daya air  bina marga dsdabm kota   aktivis lingkungan  berkoordinasi terkait penghentian  normalisasi  normalisasi      kebon agung  sawah   arah laut   petugas    dampak pengerjaan  berjanji   reboisasi pasca pengerjaan imbuhnya nselengkapnya baca  www radarsurabaya id;2
1119;;;coffe ride  official cc bike bikes cc;1
1120;;;assalamualaikum folded hands medium skin tone nijin setor bareng keluarga ntema framing compo beautiful smiling face  heart eyes nice shoot  brother clapping hands clapping hands thumbs  thumbs  thumbs  waalaikumsalam suka kompo  red heart adem  sunyi blue heart blue heart blue heart engle  bagus fire menawan  senior saye clapping hands smiling face  heart eyes masyaalla keren  refleksi smiling face  heart eyes wa alaikumsalam wr wb kakak slightly smiling face folded hands light skin tone smiling face  open hands keren clapping hands clapping hands waallaikumsalam thumbs  heart suit heart suit heart suit red heart red heart red heart top markotop refleksi  kayak lukisan mashu thumbs  smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes cakeeeepppp  smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes cakep abiiis blue heart black heart green heart banyu sumber nisor omah iku keren  clapping hands clapping hands fire fire;2
1121;;;  museum  ;1
1122;;; blusukkan     gazebo   nfoto gowes eman  dibuang  upgrade   sepedanya usang  wajib dibuang  ganti     dibuang dilaut bos;1
1123;;; orang  bahan bully sekolah ;1
1124;;;selamat pagi sobat wisata kali  anggota pamobvit mengikuti kegiatan pelatihan polisi pariwisata dilaksanalan  hotel harris malang  tujuan memaksimalkan pelayanan  pengamanan sobat wisata   berlibur  diwilayah ;1
1125;;;juli nselamat  magrove sedunia nmari menanam pohon shamrock four leaf clover seedling herb evergreen tree christmas tree herb seedling four leaf clover shamrock deciduous tree deciduous tree palm tree palm tree shamrock shamrock four leaf clover four leaf clover palm tree palm tree leaf fluttering  wind leaf fluttering  wind leaf fluttering  wind tanabata tree potted plant pine decoration four leaf clover shamrock deciduous tree palm tree palm tree palm tree palm tree  sih mukamu gituuuu adek bocil   nganjuk face  tears  joy   menggemaskan ngunu wajahmu mud face  tears  joy lucuuukk sih face  tears  joy skincare  nature kegiatanya back  nature asik  lu menanam  anjir  copet;2
1126;;;go song sun  face sun  face ntestride check mark official cc bike;1
1127;;;  diposting   banget sih woman light skin tone             ulang  folded hands;2
1128;;;sampah plastik     bikin wisatawan menyesak;1
1129;;;sapa hai bu rani;1
1130;;; lakukan  terbaik  biarkan semesta mengambil alih sisinya;1
1131;;;sing kalem ati  gawe urip sepisan kudu biso mesem nedisi  sido sidang;1
1132;;;kebaikan   terorganisir  membawa  manfaat   seedling seedling seedling nby gen corps green nursing corps   jumat besok buka ta red heart red heart leaf fluttering  wind leaf fluttering  wind leaf fluttering  wind;1
1133;;;sunday vibes sparkles;1
1134;;; binatang  taman    ber  li ling   unik    coba  wisata    sparkles nwuih  tenang     aman  nyaman banget  jalan jalan santai  hihi  admin kasih  fasilitas    disediakan jogging track  foto  parkir luas restoran toilet gazebo mushala sentra   nasli  destinasi wisata   dicobaaa    healing healing       pengetahuan  konservasi  nudah paket lengkap   tiket masuknya gratis  langsung gas   sih iya    pengin menjelajahi     perahu biaya sewanya rp nditunggu momen indahnya     rek tags;2
1135;;; mengagumi alam nin frame camera  flash olympus  ii mm pushpin kawasan konservasi     camera  flash oppo occi id medvis  smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes mantaf apik  lahir batin engah    mengagumi   erik face  hand  mouth fire send pic   luhh keren  smiling face  heart eyes;2
1136;;;pakai kacamata anti silau biar  silau  rumput tetangga   hijau leaf fluttering  wind halo bunda berkenan isi kuisioner   lihat bunda  mengunjungi    cek dm bunda loudly crying face lek halan  joinan po oo beaming face  smiling eyes;1
1137;;;backhand index pointing right testimoni repeat order customer terimakasih customer  mempercayakan produk parcel terbaik   folded hands  cover  area   kota delivery truck sport utility vehicle isi parcel menyesuaikan stock ready  kualitas terbaik  harga   nsharing info katalog nshopee handbag mahkota parcel label grosir parcel telephone receiver randu agung  check mark  halal handshake brand  mahkota  happiness   priority package support  kota  pulau credit card trf thank  nsemoga sehat sukses  slightly smiling face nselamat berbelanja wrapped gift;2
1138;;;  doa   menghangatkan    membeku  rindu naiueo;1
1139;;;tetaplah semangat nwalaupun  rendahkan ntetaplah berani mencoba nwalaupun hasilny  sesuai   harapkan nkarena    kehidupan;1
